N°,PC,Nro Arbol,Faja,Especie,Dap ,HC,HT,CF,VOL M3,ESTE,NORTE,Condicion,Obs,COD_cond,COD_sp1,COD_sp2,COD_GPS
238,1,270,3,Anuje rumo,52,17,19,1,2.347,675584,9632228,Aprovechable,,,Anuj,ru,Anuj ru_1/270
239,1,271,4,Cumala llorona,50,17,20,1,2.17,675497,9632185,Aprovechable,,,Cuma,ll,Cuma ll_1/271
240,1,272,4,Pashaco,71,16,21,1,4.118,675540,9632098,Aprovechable,,,Pash,,Pash_1/272
241,1,273,4,Canela moena,52,15,20,1,0,675529,9632035,Semillero,,S,Cane,mo,S_Cane mo_1/273
242,1,274,4,Machimango,62,17,20,1,3.336,675550,9632026,Aprovechable,,,Mach,,Mach_1/274
243,1,275,4,Andiroba,51,15,20,1,1.992,675520,9631968,Aprovechable,,,Andi,,Andi_1/275
244,1,276,4,Charapilla,55,18,21,1,2.78,675517,9631947,Aprovechable,,,Char,,Char_1/276
245,1,277,4,Cachimbo,84,18,22,1,6.484,675496,9631932,Aprovechable,,,Cach,,Cach_1/277
246,1,278,4,Palisangre,60,18,22,1,3.308,675560,9631916,Aprovechable,,,Pali,,Pali_1/278
247,1,279,4,Cumala llorona,62,12,17,2,2.355,675533,9631911,Aprovechable,,,Cuma,ll,Cuma ll_1/279
248,1,280,4,Caimitillo,55,17,21,1,2.625,675565,9631848,Aprovechable,,,Caim,,Caim_1/280
249,1,281,4,Machimango negro,82,17,21,1,5.836,675562,9631824,Aprovechable,,,Mach,ne,Mach ne_1/281
250,1,282,4,Marupa,49,17,21,1,0,675565,9631810,Semillero,,S,Maru,,S_Maru_1/282
251,1,283,4,Mari mari,48,17,20,1,0,675589,9631708,Semillero,,S,Mari,ma,S_Mari ma_1/283
252,1,284,4,Caimitillo,76,17,21,1,5.013,675545,9631611,Aprovechable,,,Caim,,Caim_1/284
253,1,285,4,Machimango,85,16,20,1,5.901,675542,9631590,Aprovechable,,,Mach,,Mach_1/285
254,1,286,4,Cumala blanca,49,18,21,1,0,675551,9631547,Semillero,,S,Cuma,bl,S_Cuma bl_1/286
255,1,287,4,Quillosisa,50,14,20,1,1.787,675540,9631433,Aprovechable,,,Quil,,Quil_1/287
256,1,288,4,Cachimbo,116,18,22,1,12.365,675563,9631416,Aprovechable,,,Cach,,Cach_1/288
257,1,289,4,Almendro,122,18,22,1,13.677,675558,9631390,Aprovechable,,,Alme,,Alme_1/289
258,1,290,4,Azucar huayo,62,17,20,1,3.336,675550,9631326,Aprovechable,,,Azuc,hu,Azuc hu_1/290
259,1,291,4,Almendro,86,16,20,1,6.041,675534,9631242,Aprovechable,,,Alme,,Alme_1/291
260,1,292,4,Cumala blanca,68,19,22,1,4.485,675527,9631216,Aprovechable,,,Cuma,bl,Cuma bl_1/292
261,1,293,4,Cumala blanca,58,19,22,1,3.263,675532,9631218,Aprovechable,,,Cuma,bl,Cuma bl_1/293
262,1,294,4,Mari mari,55,17,21,1,2.625,675536,9631148,Aprovechable,,,Mari,ma,Mari ma_1/294
263,1,295,4,Cumala llorona,62,18,22,1,3.532,675550,9631142,Aprovechable,,,Cuma,ll,Cuma ll_1/295
264,1,296,4,Pashaco,77,16,21,2,4.843,675541,9631119,Aprovechable,,,Pash,,Pash_1/296
265,1,297,4,Machimango,63,18,22,1,3.647,675546,9631107,Aprovechable,,,Mach,,Mach_1/297
266,1,298,4,Cachimbo,73,17,21,1,4.625,675548,9631082,Aprovechable,,,Cach,,Cach_1/298
267,1,299,4,Pashaco,74,18,20,1,5.032,675564,9631083,Aprovechable,,,Pash,,Pash_1/299
268,1,300,4,Machimango,62,17,20,1,0,675567,9631084,Semillero,,S,Mach,,S_Mach_1/300
269,1,301,4,Cumala blanca,98,18,22,1,8.825,675548,9630997,Aprovechable,,,Cuma,bl,Cuma bl_1/301
270,1,302,4,Cumala caupuri,85,16,22,1,5.901,675573,9630969,Aprovechable,,,Cuma,ca,Cuma ca_1/302
271,1,303,4,Panguana,82,15,20,1,5.149,675585,9630943,Aprovechable,,,Pang,,Pang_1/303
272,1,304,4,Aguanillo,53,17,21,1,2.438,675573,9630935,Aprovechable,,,Agua,,Agua_1/304
273,1,305,4,Cachimbo,69,16,20,1,3.889,675527,9630851,Aprovechable,,,Cach,,Cach_1/305
274,1,306,4,Aguanillo,81,17,20,1,5.694,675552,9630758,Aprovechable,,,Agua,,Agua_1/306
275,1,307,4,Anuje rumo,60,17,21,1,3.124,675558,9630682,Aprovechable,,,Anuj,ru,Anuj ru_1/307
276,1,308,4,Huayruro,63,16,19,1,0,675534,9630675,Semillero,,S,Huay,,S_Huay_1/308
277,1,309,4,Panguana,52,13,18,1,0,675554,9630642,Semillero,,S,Pang,,S_Pang_1/309
278,1,310,4,Cumala caupuri,75,19,22,1,5.456,675535,9630627,Aprovechable,,,Cuma,ca,Cuma ca_1/310
280,1,173,5,Cumala blanca,56,18,23,1,2.882,675506,9630633,Aprovechable,,,Cuma,bl,Cuma bl_1/173
281,1,174,5,Cumala blanca,56,16,25,2,2.562,675498,9630642,Aprovechable,,,Cuma,bl,Cuma bl_1/174
282,1,175,5,Cumala blanca,46,18,25,1,1.944,675497,9630642,Aprovechable,,,Cuma,bl,Cuma bl_1/175
283,1,176,5,Cumala blanca,57,19,26,2,3.151,675484,9630653,Aprovechable,,,Cuma,bl,Cuma bl_1/176
284,1,177,5,Cumala llorona,57,20,26,1,3.317,675472,9630695,Aprovechable,,,Cuma,ll,Cuma ll_1/177
285,1,178,5,Cumala llorona,67,23,27,1,5.271,675477,9630701,Aprovechable,,,Cuma,ll,Cuma ll_1/178
286,1,179,5,Pashaco,80,17,23,2,5.554,675489,9630708,Aprovechable,,,Pash,,Pash_1/179
287,1,180,5,Yacushapana,43,20,25,1,0,675489,9630712,Semillero,,S,Yacu,,S_Yacu_1/180
288,1,181,5,Quillosisa,52,16,24,1,2.209,675457,9630708,Aprovechable,,,Quil,,Quil_1/181
289,1,182,5,Cumala llorona,60,17,23,2,3.124,675442,9630708,Aprovechable,,,Cuma,ll,Cuma ll_1/182
290,1,183,5,Cumala blanca,57,17,22,1,0,675448,9630741,Semillero,,S,Cuma,bl,S_Cuma bl_1/183
291,1,184,5,Cumala blanca,47,19,27,1,2.143,675461,9630742,Aprovechable,,,Cuma,bl,Cuma bl_1/184
292,1,185,5,Canela moena,50,15,20,1,1.914,675464,9630761,Aprovechable,,,Cane,mo,Cane mo_1/185
293,1,186,5,Quillosisa,57,18,24,1,2.986,675461,9630758,Aprovechable,,,Quil,,Quil_1/186
294,1,187,5,Cumala blanca,47,15,20,2,0,675471,9630761,Semillero,,S,Cuma,bl,S_Cuma bl_1/187
295,1,188,5,Copal,57,18,24,1,0,675494,9630771,Semillero,,S,Copa,,S_Copa_1/188
296,1,189,5,Azucar huayo,51,19,26,1,0,675495,9630794,Semillero,,S,Azuc,hu,S_Azuc hu_1/189
297,1,190,5,Palisangre,68,8,18,2,1.888,675481,9630787,Aprovechable,,,Pali,,Pali_1/190
298,1,191,5,Machimango negro,46,10,19,1,1.08,675474,9630788,Aprovechable,,,Mach,ne,Mach ne_1/191
299,1,192,5,Azucar huayo,75,17,23,1,4.882,675467,9630789,Aprovechable,,,Azuc,hu,Azuc hu_1/192
300,1,193,5,Aguanillo,46,15,22,1,1.62,675478,9630855,Aprovechable,,,Agua,,Agua_1/193
301,1,194,5,Cumala llorona,60,12,22,2,2.205,675506,9630896,Aprovechable,,,Cuma,ll,Cuma ll_1/194
302,1,195,5,Cumala blanca,56,14,20,2,2.241,675490,9630899,Aprovechable,,,Cuma,bl,Cuma bl_1/195
303,1,196,5,Almendro,90,16,24,2,6.616,675479,9630923,Aprovechable,,,Alme,,Alme_1/196
304,1,197,5,Mari mari,54,10,16,1,1.489,675463,9630949,Aprovechable,,,Mari,ma,Mari ma_1/197
305,1,198,5,Canela moena,47,14,19,1,1.579,675487,9630986,Aprovechable,,,Cane,mo,Cane mo_1/198
306,1,199,5,Machimango,63,18,24,1,3.647,675459,9631042,Aprovechable,,,Mach,,Mach_1/199
307,1,200,5,Tornillo,145,20,26,2,21.467,675457,9631048,Aprovechable,,,Torn,,Torn_1/200
308,1,401,5,Anuje rumo,50,16,24,1,0,675507,9631061,Semillero,,S,Anuj,ru,S_Anuj ru_1/401
309,1,402,5,Cachimbo,67,18,24,1,4.125,675512,9631064,Aprovechable,,,Cach,,Cach_1/402
310,1,403,5,Mari mari,65,18,23,1,3.882,675501,9631116,Aprovechable,,,Mari,ma,Mari ma_1/403
311,1,404,5,Pashaco,90,18,25,1,7.443,675504,9631115,Aprovechable,,,Pash,,Pash_1/404
312,1,405,5,Cumala llorona,60,10,17,2,1.838,675440,9631160,Aprovechable,,,Cuma,ll,Cuma ll_1/405
313,1,406,5,Tornillo,156,18,27,1,22.363,675424,9631170,Aprovechable,,,Torn,,Torn_1/406
314,1,407,5,Machimango,50,15,20,1,1.914,675420,9631174,Aprovechable,,,Mach,,Mach_1/407
315,1,408,5,Marupa,50,13,24,2,1.659,675445,9631167,Aprovechable,,,Maru,,Maru_1/408
316,1,409,5,Machimango,60,15,23,2,2.757,675461,9631168,Aprovechable,,,Mach,,Mach_1/409
317,1,410,5,Tornillo,115,23,27,1,15.528,675458,9631173,Aprovechable,,,Torn,,Torn_1/410
318,1,411,5,Cumala blanca,70,16,23,1,4.002,675470,9631241,Aprovechable,,,Cuma,bl,Cuma bl_1/411
319,1,412,5,Panguana,70,18,24,1,4.503,675427,9631299,Aprovechable,,,Pang,,Pang_1/412
320,1,413,5,Machimango,60,13,20,1,2.389,675445,9631326,Aprovechable,,,Mach,,Mach_1/413
321,1,414,5,Cumala blanca,60,18,24,1,3.308,675450,9631323,Aprovechable,,,Cuma,bl,Cuma bl_1/414
322,1,415,5,Cumala blanca,50,14,22,2,1.787,675457,9631322,Aprovechable,,,Cuma,bl,Cuma bl_1/415
323,1,416,5,Cumala blanca,50,15,19,1,1.914,675461,9631354,Aprovechable,,,Cuma,bl,Cuma bl_1/416
324,1,417,5,Cumala blanca,53,16,23,1,0,675452,9631353,Semillero,,S,Cuma,bl,S_Cuma bl_1/417
325,1,418,5,Mari mari,105,18,25,1,10.131,675440,9631402,Aprovechable,,,Mari,ma,Mari ma_1/418
326,1,419,5,Cumala blanca,50,16,23,1,2.042,675501,9631487,Aprovechable,,,Cuma,bl,Cuma bl_1/419
327,1,420,5,Cumala blanca,46,13,21,2,1.404,675500,9631496,Aprovechable,,,Cuma,bl,Cuma bl_1/420
328,1,421,5,Cumala blanca,55,15,21,1,2.316,675498,9631503,Aprovechable,,,Cuma,bl,Cuma bl_1/421
329,1,422,5,Cumala blanca,60,16,24,1,2.941,675502,9631517,Aprovechable,,,Cuma,bl,Cuma bl_1/422
330,1,423,5,Cumala llorona,47,13,19,1,1.466,675519,9631523,Aprovechable,,,Cuma,ll,Cuma ll_1/423
331,1,424,5,Cumala blanca,60,14,20,1,2.573,675504,9631532,Aprovechable,,,Cuma,bl,Cuma bl_1/424
332,1,425,5,Cumala blanca,60,23,28,1,0,675507,9631540,Semillero,,S,Cuma,bl,S_Cuma bl_1/425
333,1,426,5,Mari mari,62,17,24,1,0,675500,9631550,Semillero,,S,Mari,ma,S_Mari ma_1/426
334,1,427,5,Tornillo,125,18,25,2,14.358,675493,9631606,Aprovechable,,,Torn,,Torn_1/427
335,1,428,5,Mari mari,70,18,25,2,4.503,675483,9631642,Aprovechable,,,Mari,ma,Mari ma_1/428
336,1,429,5,Palisangre,68,18,24,2,4.249,675432,9631648,Aprovechable,,,Pali,,Pali_1/429
337,1,430,5,Cumala blanca,57,14,20,2,2.322,675425,9631654,Aprovechable,,,Cuma,bl,Cuma bl_1/430
338,1,431,5,Mari mari,57,17,23,1,2.82,675414,9631662,Aprovechable,,,Mari,ma,Mari ma_1/431
339,1,432,5,Azucar huayo,51,20,26,1,0,675453,9631713,Semillero,,S,Azuc,hu,S_Azuc hu_1/432
340,1,433,5,Andiroba,50,20,26,2,2.553,675455,9631714,Aprovechable,,,Andi,,Andi_1/433
341,1,434,5,Andiroba,67,21,28,1,0,675470,9631700,Semillero,,S,Andi,,S_Andi_1/434
342,1,435,5,Palisangre,65,15,22,1,3.235,675486,9631698,Aprovechable,,,Pali,,Pali_1/435
343,1,436,5,Copal,110,22,27,1,13.59,675508,9631673,Aprovechable,,,Copa,,Copa_1/436
344,1,437,5,Machimango,67,19,26,1,0,675529,9631655,Semillero,,S,Mach,,S_Mach_1/437
345,1,438,5,Mari mari,75,20,26,1,0,675452,9631790,Semillero,,S,Mari,ma,S_Mari ma_1/438
346,1,439,5,Machimango,52,18,25,1,2.485,675459,9631799,Aprovechable,,,Mach,,Mach_1/439
347,1,440,5,Andiroba,55,16,22,2,2.471,675450,9631830,Aprovechable,,,Andi,,Andi_1/440
348,1,441,5,Canela moena,56,15,25,1,2.401,675457,9631853,Aprovechable,,,Cane,mo,Cane mo_1/441
349,1,442,5,Cumala blanca,56,19,24,1,3.042,675441,9631890,Aprovechable,,,Cuma,bl,Cuma bl_1/442
350,1,443,5,Cumala blanca,50,13,18,1,1.659,675430,9631892,Aprovechable,,,Cuma,bl,Cuma bl_1/443
351,1,444,5,Cumala blanca,55,12,19,2,1.853,675437,9631915,Aprovechable,,,Cuma,bl,Cuma bl_1/444
352,1,445,5,Cumala blanca,46,16,20,1,0,675436,9631923,Semillero,,S,Cuma,bl,S_Cuma bl_1/445
353,1,446,5,Cumala llorona,80,18,25,1,5.881,675445,9631936,Aprovechable,,,Cuma,ll,Cuma ll_1/446
354,1,447,5,Almendro,76,14,20,1,4.128,675463,9631936,Aprovechable,,,Alme,,Alme_1/447
355,1,448,5,Mashonaste,44,18,24,1,0,675483,9631934,Semillero,,S,Mash,,S_Mash_1/448
356,1,449,5,Mari mari,80,24,29,1,7.841,675475,9631975,Aprovechable,,,Mari,ma,Mari ma_1/449
357,1,450,5,Anuje rumo,70,18,24,1,4.503,675436,9632013,Aprovechable,,,Anuj,ru,Anuj ru_1/450
358,1,451,5,Sacha casho,82,16,22,1,5.492,675483,9632108,Aprovechable,,,Sach,ca,Sach ca_1/451
359,1,452,6,Cumala llorona,46,18,25,2,1.944,675389,9632209,Aprovechable,,,Cuma,ll,Cuma ll_1/452
360,1,453,6,Mari mari,47,17,24,2,1.917,675386,9632214,Aprovechable,,,Mari,ma,Mari ma_1/453
361,1,454,6,Machimango,56,15,22,1,2.401,675393,9632210,Aprovechable,,,Mach,,Mach_1/454
362,1,455,6,Pashaco,53,15,24,1,0,675379,9632191,Semillero,,S,Pash,,S_Pash_1/455
363,1,456,6,Andiroba,48,16,24,1,1.882,675401,9632145,Aprovechable,,,Andi,,Andi_1/456
364,1,457,6,Mari mari,70,21,26,1,0,675420,9632164,Semillero,,S,Mari,ma,S_Mari ma_1/457
365,1,458,6,Anuje rumo,55,16,23,2,2.471,675420,9632149,Aprovechable,,,Anuj,ru,Anuj ru_1/458
366,1,459,6,Anuje rumo,56,12,19,2,1.921,675420,9632132,Aprovechable,,,Anuj,ru,Anuj ru_1/459
367,1,460,6,Mashonaste,50,15,19,1,1.914,675409,9632082,Aprovechable,,,Mash,,Mash_1/460
368,1,461,6,Almendro,70,12,18,2,3.002,675404,9632077,Aprovechable,,,Alme,,Alme_1/461
369,1,462,6,Almendro,68,16,23,1,0,675393,9632076,Semillero,,S,Alme,,S_Alme_1/462
370,1,463,6,Cumala blanca,50,18,26,1,2.297,675373,9631967,Aprovechable,,,Cuma,bl,Cuma bl_1/463
371,1,464,6,Cumala blanca,50,18,25,1,0,675426,9631923,Semillero,,S,Cuma,bl,S_Cuma bl_1/464
372,1,465,6,Sacha casho,80,17,24,1,5.554,675403,9631912,Aprovechable,,,Sach,ca,Sach ca_1/465
373,1,466,6,Cumala blanca,57,18,23,2,2.986,675349,9631847,Aprovechable,,,Cuma,bl,Cuma bl_1/466
374,1,467,6,Andiroba,48,18,24,1,0,675374,9631814,Semillero,,S,Andi,,S_Andi_1/467
375,1,468,6,Anuje rumo,52,16,24,1,2.209,675383,9631816,Aprovechable,,,Anuj,ru,Anuj ru_1/468
376,1,469,6,Cumala blanca,55,18,25,1,2.78,675405,9631777,Aprovechable,,,Cuma,bl,Cuma bl_1/469
377,1,470,6,Yacushapana,100,18,26,1,9.189,675415,9631737,Aprovechable,,,Yacu,,Yacu_1/470
378,1,471,6,Aguanillo,57,14,24,2,2.322,675416,9631742,Aprovechable,,,Agua,,Agua_1/471
379,1,472,6,Cumala blanca,60,18,23,1,3.308,675429,9631735,Aprovechable,,,Cuma,bl,Cuma bl_1/472
380,1,473,6,Cumala blanca,47,18,23,1,2.03,675429,9631731,Aprovechable,,,Cuma,bl,Cuma bl_1/473
381,1,474,6,Cumala blanca,50,16,22,1,0,675379,9631697,Semillero,,S,Cuma,bl,S_Cuma bl_1/474
382,1,475,6,Cumala blanca,47,10,18,2,1.128,675384,9631701,Aprovechable,,,Cuma,bl,Cuma bl_1/475
383,1,476,6,Anuje rumo,57,14,19,2,2.322,675352,9631699,Aprovechable,,,Anuj,ru,Anuj ru_1/476
384,1,477,6,Cachimbo,70,16,20,1,4.002,675353,9631673,Aprovechable,,,Cach,,Cach_1/477
385,1,478,6,Cumala llorona,57,20,26,2,3.317,675353,9631657,Aprovechable,,,Cuma,ll,Cuma ll_1/478
386,1,479,6,Sacha casho,80,22,25,1,7.188,675338,9631627,Aprovechable,,,Sach,ca,Sach ca_1/479
387,1,480,6,Anuje rumo,54,18,24,1,2.68,675419,9631572,Aprovechable,,,Anuj,ru,Anuj ru_1/480
388,1,481,6,Cachimbo,75,18,25,1,5.169,675411,9631511,Aprovechable,,,Cach,,Cach_1/481
389,1,482,6,Cumala caupuri,50,18,24,2,2.297,675443,9631471,Aprovechable,,,Cuma,ca,Cuma ca_1/482
390,1,483,6,Mari mari,90,20,26,1,8.27,675456,9631464,Aprovechable,,,Mari,ma,Mari ma_1/483
391,1,484,6,Pashaco,52,18,23,1,0,675432,9631431,Semillero,,S,Pash,,S_Pash_1/484
392,1,485,6,Pashaco,46,23,26,1,0,675378,9631387,Semillero,,S,Pash,,S_Pash_1/485
393,1,486,6,Almendro,57,10,18,1,1.659,675378,9631383,Aprovechable,,,Alme,,Alme_1/486
394,1,487,6,Marupa,74,18,24,1,5.032,675380,9631356,Aprovechable,,,Maru,,Maru_1/487
395,1,488,6,Palisangre,87,16,25,1,6.182,675411,9631327,Aprovechable,,,Pali,,Pali_1/488
396,1,489,6,Pashaco,85,20,25,1,7.377,675428,9631336,Aprovechable,,,Pash,,Pash_1/489
397,1,490,6,Canela moena,46,8,16,2,0.864,675369,9631266,Aprovechable,,,Cane,mo,Cane mo_1/490
398,1,491,6,Cumala caupuri,46,20,24,1,0,675349,9631251,Semillero,,S,Cuma,ca,S_Cuma ca_1/491
399,1,492,6,Machimango,80,16,24,1,5.228,675382,9631231,Aprovechable,,,Mach,,Mach_1/492
400,1,493,6,Tornillo,145,18,24,1,19.32,675397,9631211,Aprovechable,,,Torn,,Torn_1/493
401,1,494,6,Mashonaste,50,16,24,2,2.042,675387,9631196,Aprovechable,,,Mash,,Mash_1/494
402,1,495,6,Copal,60,14,19,1,2.573,675417,9631086,Aprovechable,,,Copa,,Copa_1/495
403,1,496,6,Anuje rumo,90,18,23,1,7.443,675382,9630972,Aprovechable,,,Anuj,ru,Anuj ru_1/496
404,1,497,6,Canela moena,70,18,24,1,4.503,675415,9630935,Aprovechable,,,Cane,mo,Cane mo_1/497
405,1,498,6,Cachimbo,90,22,26,2,9.097,675416,9630727,Aprovechable,,,Cach,,Cach_1/498
406,1,499,6,Machimango,48,12,18,1,1.411,675392,9630671,Aprovechable,,,Mach,,Mach_1/499
407,1,500,6,Cumala blanca,67,16,20,2,3.667,675375,9630672,Aprovechable,,,Cuma,bl,Cuma bl_1/500
408,1,501,6,Marupa,57,20,25,1,0,675378,9630687,Semillero,,S,Maru,,S_Maru_1/501
409,1,502,6,Cumala blanca,50,16,20,1,2.042,675383,9630689,Aprovechable,,,Cuma,bl,Cuma bl_1/502
410,1,503,6,Moena,53,18,23,2,2.581,675367,9630621,Aprovechable,,,Moen,,Moen_1/503
411,1,311,7,Machimango negro,44,8,14,1,0.791,675302,9630626,Aprovechable,,,Mach,ne,Mach ne_1/311
412,1,312,7,Machimango,53,13,16,1,0,675323,9630637,Semillero,,S,Mach,,S_Mach_1/312
413,1,313,7,Caimitillo,68,17,20,1,4.013,675337,9630642,Aprovechable,,,Caim,,Caim_1/313
414,1,314,7,Mari mari,91,17,21,1,7.187,675348,9630644,Aprovechable,,,Mari,ma,Mari ma_1/314
415,1,315,7,Ana caspi,72,18,22,1,4.764,675351,9630651,Aprovechable,,,Ana ,ca,Ana  ca_1/315
416,1,316,7,Machimango,72,14,19,1,3.705,675363,9630657,Aprovechable,,,Mach,,Mach_1/316
417,1,317,7,Pashaco,62,12,18,1,0,675313,9630729,Semillero,,S,Pash,,S_Pash_1/317
418,1,318,7,Cumala blanca,59,17,21,1,3.021,675298,9630729,Aprovechable,,,Cuma,bl,Cuma bl_1/318
419,1,319,7,Yacushapana,77,16,19,1,4.843,675313,9630759,Aprovechable,,,Yacu,,Yacu_1/319
420,1,320,7,Cumala blanca,48,16,19,2,1.882,675354,9630756,Aprovechable,,,Cuma,bl,Cuma bl_1/320
421,1,321,7,Aguanillo,49,15,19,1,1.839,675351,9630770,Aprovechable,,,Agua,,Agua_1/321
422,1,322,7,Yacushapana,67,17,20,1,3.896,675346,9630786,Aprovechable,,,Yacu,,Yacu_1/322
423,1,323,7,Anuje rumo,67,15,20,1,3.438,675326,9630801,Aprovechable,,,Anuj,ru,Anuj ru_1/323
424,1,324,7,Cumala blanca,48,17,21,1,0,675316,9630798,Semillero,,S,Cuma,bl,S_Cuma bl_1/324
425,1,325,7,Almendro,64,13,19,1,2.718,675369,9630847,Aprovechable,,,Alme,,Alme_1/325
426,1,326,7,Mari mari,72,16,20,1,4.234,675312,9630928,Aprovechable,,,Mari,ma,Mari ma_1/326
427,1,327,7,Copal,48,15,18,1,1.764,675338,9630949,Aprovechable,,,Copa,,Copa_1/327
428,1,328,7,Tornillo,175,17,23,1,26.578,675339,9630955,Aprovechable,,,Torn,,Torn_1/328
429,1,329,7,Tornillo,125,18,22,1,14.358,675286,9631000,Aprovechable,,,Torn,,Torn_1/329
430,1,330,7,Cumala blanca,63,15,21,2,3.039,675307,9631019,Aprovechable,,,Cuma,bl,Cuma bl_1/330
431,1,331,7,Palisangre,88,16,21,1,6.325,675341,9631117,Aprovechable,,,Pali,,Pali_1/331
432,1,332,7,Cumala llorona,53,15,18,1,0,675345,9631122,Semillero,,S,Cuma,ll,S_Cuma ll_1/332
433,1,333,7,Tornillo,111,15,22,1,9.435,675339,9631140,Aprovechable,,,Torn,,Torn_1/333
434,1,334,7,Anuje rumo,58,16,20,1,2.748,675344,9631164,Aprovechable,,,Anuj,ru,Anuj ru_1/334
435,1,335,7,Machimango,100,18,21,1,9.189,675334,9631174,Aprovechable,,,Mach,,Mach_1/335
436,1,336,7,Cachimbo,91,20,23,1,8.455,675332,9631177,Aprovechable,,,Cach,,Cach_1/336
437,1,337,7,Tornillo,147,18,23,1,0,675313,9631211,Semillero,,S,Torn,,S_Torn_1/337
438,1,338,7,Almendro,121,13,17,2,9.717,675362,9631208,Aprovechable,,,Alme,,Alme_1/338
439,1,339,7,Cumala llorona,62,16,20,2,3.14,675353,9631231,Aprovechable,,,Cuma,ll,Cuma ll_1/339
440,1,340,7,Cumala llorona,50,17,20,1,2.17,675328,9631273,Aprovechable,,,Cuma,ll,Cuma ll_1/340
441,1,341,7,Canela moena,63,14,18,1,2.837,675339,9631268,Aprovechable,,,Cane,mo,Cane mo_1/341
442,1,342,7,Panguana,68,17,21,1,4.013,675327,9631291,Aprovechable,,,Pang,,Pang_1/342
443,1,343,7,Cumala llorona,47,17,21,1,0,675328,9631397,Semillero,,S,Cuma,ll,S_Cuma ll_1/343
444,1,344,7,Aguanillo,47,16,20,1,1.804,675314,9631387,Aprovechable,,,Agua,,Agua_1/344
445,1,345,7,Cumala llorona,54,17,20,1,2.531,675324,9631492,Aprovechable,,,Cuma,ll,Cuma ll_1/345
446,1,346,7,Pashaco,69,18,22,1,4.375,675318,9631503,Aprovechable,,,Pash,,Pash_1/346
447,1,347,7,Cumala blanca,67,18,21,1,4.125,675321,9631515,Aprovechable,,,Cuma,bl,Cuma bl_1/347
448,1,348,7,Cumala caupuri,57,17,21,1,2.82,675332,9631550,Aprovechable,,,Cuma,ca,Cuma ca_1/348
449,1,349,7,Mari mari,50,19,22,1,0,675336,9631581,Semillero,,S,Mari,ma,S_Mari ma_1/349
450,1,350,7,Lupuna,104,20,23,1,0,675365,9631600,Semillero,,S,Lupu,,S_Lupu_1/350
451,1,351,7,Cumala blanca,60,18,21,1,3.308,675368,9631608,Aprovechable,,,Cuma,bl,Cuma bl_1/351
452,1,352,7,Cumala caupuri,58,17,20,1,2.92,675317,9631661,Aprovechable,,,Cuma,ca,Cuma ca_1/352
453,1,353,7,Caimitillo,82,18,21,1,6.179,675309,9631653,Aprovechable,,,Caim,,Caim_1/353
454,1,354,7,Charapilla,100,17,21,1,8.679,675310,9631741,Aprovechable,,,Char,,Char_1/354
455,1,355,7,Caimitillo,75,16,20,2,4.595,675305,9631771,Aprovechable,,,Caim,,Caim_1/355
456,1,356,7,Cumala blanca,55,17,21,1,2.625,675296,9631791,Aprovechable,,,Cuma,bl,Cuma bl_1/356
457,1,357,7,Cumala blanca,53,17,21,1,2.438,675296,9631803,Aprovechable,,,Cuma,bl,Cuma bl_1/357
458,1,358,7,Cumala blanca,65,18,21,1,3.882,675307,9631820,Aprovechable,,,Cuma,bl,Cuma bl_1/358
459,1,359,7,Cumala blanca,51,18,21,1,2.39,675314,9631837,Aprovechable,,,Cuma,bl,Cuma bl_1/359
460,1,360,7,Panguana,79,17,20,1,5.416,675335,9631943,Aprovechable,,,Pang,,Pang_1/360
461,1,361,7,Cumala caupuri,51,18,21,1,2.39,675313,9631973,Aprovechable,,,Cuma,ca,Cuma ca_1/361
462,1,362,7,Yacushapana,57,10,16,1,1.659,675300,9631965,Aprovechable,,,Yacu,,Yacu_1/362
463,1,363,7,Aguanillo,48,17,21,1,2,675300,9631967,Aprovechable,,,Agua,,Agua_1/363
464,1,364,7,Aguanillo,48,18,21,1,2.117,675302,9631991,Aprovechable,,,Agua,,Agua_1/364
465,1,365,7,Charapilla,60,17,21,1,3.124,675299,9632010,Aprovechable,,,Char,,Char_1/365
466,1,366,7,Machimango,49,10,20,2,1.226,675296,9632009,Aprovechable,,,Mach,,Mach_1/366
467,1,367,7,Aguanillo,48,16,19,1,1.882,675318,9632068,Aprovechable,,,Agua,,Agua_1/367
468,1,368,7,Anuje rumo,61,15,19,1,2.849,675328,9632086,Aprovechable,,,Anuj,ru,Anuj ru_1/368
469,1,369,7,Cumala caupuri,50,16,20,2,2.042,675347,9632124,Aprovechable,,,Cuma,ca,Cuma ca_1/369
470,1,370,7,Machimango,55,16,19,1,2.471,675338,9632150,Aprovechable,,,Mach,,Mach_1/370
471,1,371,7,Pashaco,97,13,19,1,6.244,675316,9632199,Aprovechable,,,Pash,,Pash_1/371
472,1,372,7,Cumala caupuri,58,16,20,1,2.748,675316,9632197,Aprovechable,,,Cuma,ca,Cuma ca_1/372
473,1,373,8,Cumala blanca,56,16,19,1,2.562,675276,9632231,Aprovechable,,,Cuma,bl,Cuma bl_1/373
474,1,374,8,Panguana,72,13,18,1,3.44,675223,9632212,Aprovechable,,,Pang,,Pang_1/374
475,1,375,8,Pashaco,66,13,18,2,2.891,675277,9632142,Aprovechable,,,Pash,,Pash_1/375
